"Transaction Hash","Blockno","UnixTimestamp","DateTime (UTC)","From","From_PrivateTag","To","To_PrivateTag","ContractAddress","Value_IN(ETH)","Value_OUT(ETH)","CurrentValue @ $2676.14942988062/Eth","TxnFee(ETH)","TxnFee(USD)","Historical $Price/Eth","Status","ErrCode","Method","PrivateNote"
"0xfa14b443b8d5d7cb9381bdff24decf18b8a6c055231637fc03644729f5e44ce2","20651994","1725148811","2024-09-01 00:00:11","0x8078f87fd86f9c8db91c4e105899369ece451867","-","0x7a250d5630b4cf539739df2c5dacb4c659f2488d","@ETbitch","","0","0","0","0.00019075176380936","0.510480223967141","2426.06","","","Swap Tokens For Exact Tokens",""
"0xfbc1679863fa1ad751db47b90ef4c99cd9ad6410b80b0f3ecced6956c7ac68f5","20651994","1725148811","2024-09-01 00:00:11","0xe234cdd6b4fc187500240f3d93681b75ceae55b7","-","0x7a250d5630b4cf539739df2c5dacb4c659f2488d","@ETbitch","","0","0","0","0.00015871501985768","0.424745109905622","2426.06","","","Swap Tokens For Exact Tokens",""
"0x80aa9338e796c9a1fa2d611ca492c9ad73a69dd0f737c4425046defd4f2b6677","20651994","1725148811","2024-09-01 00:00:11","0x78cb0b06df8d410fbc178fde4fe7a700cdf7d7b7","-","0x7a250d5630b4cf539739df2c5dacb4c659f2488d","@ETbitch","","0","0","0","0.00018319296360716","0.490251745115442","2426.06","","","Swap Exact Tokens For Tokens Supporting Fee On Transfer Tokens",""
"0xc462ded0f349630deba003c0aef93135e1b0460d4f729ac024e6c6d7c1b12a6e","20651994","1725148811","2024-09-01 00:00:11","0x5a390596849b90b9e20bb4ff588fecc6be5bd3c5","-","0x7a250d5630b4cf539739df2c5dacb4c659f2488d","@ETbitch","","0","0","0","0.000075538892569437","0.202153364283512","2426.06","Error(0)","execution reverted","Swap Exact Tokens For Tokens",""
"0xea05f0cd095b5b81c725398078878cf5194a72c7d00fb78cc58bd20f1c074655","20651994","1725148811","2024-09-01 00:00:11","0x4923ab5ac8758f531b08476c888e131b86a960c2","-","0x7a250d5630b4cf539739df2c5dacb4c659f2488d","@ETbitch","","0","0","0","0.000075538892569437","0.202153364283512","2426.06","Error(0)","execution reverted","Swap Exact Tokens For Tokens",""
"0x407e473408478937b4e430fcf7d4397e469893d6575fa686efc2281c77c4fe2a","20651994","1725148811","2024-09-01 00:00:11","0xff03c28b45b65f9f3294cca3afa5e2a97a4ca4d6","-","0x7a250d5630b4cf539739df2c5dacb4c659f2488d","@ETbitch","","0","0","0","0.000091174621496142","0.243996911336482","2426.06","","","Swap Exact Tokens For ETH Supporting Fee On Transfer Tokens",""
"0x9781398e221435f8aaa2a844d144d705735a91a2c3eb0b6889212748cc3e229e","20651994","1725148811","2024-09-01 00:00:11","0x25b08a1686c56df414b31f4922aca0d76884be00","-","0x7a250d5630b4cf539739df2c5dacb4c659f2488d","@ETbitch","","0","0","0","0.000084140509655262","0.225172576943794","2426.06","","","Swap Exact Tokens For ETH Supporting Fee On Transfer Tokens",""
"0xe725919aae007d516e4af3d39df87de1547e0b9c18a4786bef4f9fd0d201a1d8","20651994","1725148811","2024-09-01 00:00:11","0x06e40df124ffa9fa873a651fefd721ad0b2b327e","-","0x7a250d5630b4cf539739df2c5dacb4c659f2488d","@ETbitch","","0","0","0","0.000084148594841286","0.225194214109763","2426.06","","","Swap Exact Tokens For ETH Supporting Fee On Transfer Tokens",""
"0x9dd505494637375890ff6dec3095d4a1c63052782cc31e0191fec773ad13b58c","20651994","1725148811","2024-09-01 00:00:11","0x2012dfdb8387bcf566b60cf16fe4d6dee3eb3cbc","-","0x7a250d5630b4cf539739df2c5dacb4c659f2488d","@ETbitch","","0","0","0","0.000084148594841286","0.225194214109763","2426.06","","","Swap Exact Tokens For ETH Supporting Fee On Transfer Tokens",""
"0xee88f94f5d5313a2af969209df08c1c7bbbf98563ed886ce09dae9fa08110f7e","20651994","1725148811","2024-09-01 00:00:11","0xe6a880580d8ff9a11440029013ae2db6dfcb5f5f","-","0x7a250d5630b4cf539739df2c5dacb4c659f2488d","@ETbitch","","0","0","0","0.000084148594841286","0.225194214109763","2426.06","","","Swap Exact Tokens For ETH Supporting Fee On Transfer Tokens",""
